post_id,MEIBI
11550,4.255319999999998
16361,0.04814
17834,0.09701
15089,1.69863
6533,3.36271
4533,6.27136
4167,0.0
8135,0.41053
5690,0.0
13659,0.18922
10986,0.42254
7113,8.77778
8312,2.19847
7266,1.6918400000000002
14856,4.63551
19423,0.0
7375,4.91395
16179,1.32515
15031,0.09644
1766,1.6623400000000002
4136,4.02235
19418,0.06904
16484,0.10287
1014,49.09091
13260,0.0
11197,2.14433
5992,43.25373
12523,0.0
5925,2.52632
11031,0.0
2818,3.55556
17452,0.24721
15303,0.05381
1753,3.58442
11863,34.00948
3257,3.58042
9900,4.992
14737,0.89151
2677,1.26667
19431,0.0
11549,1.2766
12438,1.89349
15982,5.42827
14269,0.0
16774,0.08405
7278,6.36145
14879,1.51049
18730,3.90028
2180,0.9697
15389,4.01335
386,103.5
8221,4.37209
19002,0.3162
13585,0.06869
4192,0.91803
12283,3.02703
10743,0.0
3861,4.02367
11825,0.24723
7894,0.85246
1192,0.7058800000000001
4636,0.0
12344,1.07623
7782,0.37883
1475,3.75
11025,10.00702
15111,0.70615
16007,2.07531
10573,9.7417
14111,0.42264
18941,0.65969
9602,1.91667
3488,0.20779
4391,1.625
14817,1.30832
14606,1.48148
3720,0.0
4405,0.14583
8116,27.8628
18812,0.24932
18005,0.3622
620,14.15385
4673,0.41176
19360,0.0
14784,3.4258800000000003
8331,2.77157
3440,24.37086
16561,0.43095
2608,0.8275899999999999
18500,0.55223
15949,0.27311
8832,2.5514
221,26.66667
14458,0.8185100000000001
18564,0.7469399999999999
9889,0.08818
13933,0.0
13844,1.0810799999999998
17406,18.20225
19346,0.0
1695,0.0
889,57.47368
2784,0.91057
8778,1.83962
11633,1.85761
14194,0.02494
12782,0.25678
15421,3.57032
10599,0.0
3240,1.25874
449,0.0
17923,0.17544
2475,0.0
16529,0.14945999999999998
1003,0.0
11534,1.86885
8017,1.28686
13845,2.39075
4310,4.57143
4049,4.09091
17708,2.21417
10942,0.0
14447,0.51707
9159,0.69488
16062,2.92004
46,0.0
12338,0.07783999999999999
19042,0.00763
1196,0.0
4389,0.20833
4616,5.73134
14417,1.81907
2157,16.5
16732,1.03746
6663,9.86047
14486,3.46117
13806,3.22898
1290,3.78182
4294,38.50267
13130,3.78423
75,0.0
16971,0.91993
17618,1.52
17203,13.97857
3833,4.28571
11067,0.0
10429,0.0
4481,0.0
11871,0.7267
13535,0.09043
5942,1.47368
9096,0.21622
11484,1.45455
15990,0.85445
10903,0.05694
14871,0.21004
3285,0.16667
9100,0.0
17189,0.58065
13469,0.8847200000000001
7000,0.64151
8992,0.0
8178,0.39791
12737,1.7192
12116,0.0
12186,6.1912
15968,0.07135
2227,1.78218
19093,0.21079
6165,8.8231
4140,1.4301700000000002
14219,1.39303
209,40.0
17948,0.1717
13896,0.0
16418,0.61815
17105,1.63851
13982,0.25921
11267,0.8205100000000001
4289,13.41935
3090,0.20438
450,7.77778
11949,29.45398
4503,1.25253
16425,1.15538
13955,2.68535
11292,1.85399
12031,0.14837999999999998
7450,1.23529
14138,0.46058
16357,0.32096
7514,6.627910000000001
1344,101.37931
17567,27.83838
14645,10.38763
17227,0.76937
16765,2.40918
8001,17.16129
15578,2.4340200000000003
8381,2.53904
9323,8.92174
4368,59.72775
9836,1.73843
9002,6.7762600000000015
4374,1.84293
2931,10.42424
4726,6.6990300000000005
16441,2.04179
2460,3.45455
8014,4.7185
17340,3.45804
17916,0.71828
6200,1.42857
14576,0.35928000000000004
5108,0.8177800000000001
7257,2.03021
14051,0.16667
11605,2.24026
1886,8.2963
10674,0.0
2968,5.47368
2159,5.83333
2526,3.68142
12669,0.63977
16718,1.50144
6700,0.01325
11243,3.3082199999999995
9572,2.17573
11493,2.8562
11538,0.55082
5117,0.05333
5641,4.55336
8870,1.93488
9974,4.57822
6551,1.49153
2401,0.0
12115,2.74426
12848,1.7613599999999998
6791,14.75325
13352,0.03794
7312,1.72973
1030,1.36364
16662,0.48015
13536,0.0
15534,0.47317
17186,1.39785
3975,2.7907
13679,6.82569
12417,0.4273
15015,7.12644
18326,0.16204000000000002
7519,0.97674
10294,0.16092
2298,0.0
19222,0.1531
13952,2.29299
13135,1.5491
16126,1.27572
15282,11.96857
11649,0.90615
5640,21.78656
15823,0.55378
16843,1.2941200000000002
19221,0.0
3602,2.88608
13926,0.79183
3282,1.75
3359,13.40541
4254,0.0
10012,0.3004
5976,4.0898900000000005
17267,2.80106
6112,9.77455
5652,20.74308
13795,1.2849700000000002
3619,2.27848
12754,7.29041
15733,0.24112
13199,0.46154
6984,0.75472
11611,3.58442
16493,0.52174
6876,3.42122
13768,0.32208000000000003
13548,52.88181
4658,1.17647
17233,0.08192
1944,1.69412
15637,0.6645
1426,20.196720000000006
16160,0.75
19103,0.30038000000000004
15204,1.6542400000000002
6034,0.0
9569,56.82008
2437,1.76147
15082,0.83105
500,9.45455
13531,0.03723
17451,4.81717
5357,5.89916
3337,5.94595
842,200.0
4861,1.31455
15176,2.24689
11176,0.99482
4067,18.39548
18071,1.4735200000000002
993,0.55814
10440,3.84991
6332,14.19718
14118,24.16562
652,209.14286
8961,5.02069
1551,4.53731
6250,3.4751800000000004
2957,1.92481
3540,6.66667
12960,0.25879
5180,4.10526
12947,2.3662
12038,1.01391
17150,0.55185
1806,128.3038
4169,15.69061
15787,0.38503
12308,0.0
16097,2.14876
17956,0.07619
6940,91.13924
13434,0.34899
11082,1.00348
15024,0.7347899999999999
3579,24.96815
8872,1.67442
14069,10.21438
6460,0.6069
8741,0.0
4463,2.08163
5729,1.78824
18504,0.11387
6259,2.15603
1947,5.92941
18455,2.51656
8514,0.0
8333,2.25381
17380,0.7298
8242,2.74227
17864,1.00402
13129,14.60581
14324,14.738920000000002
18297,0.22909
16534,1.2704
6144,0.0
14055,5.57576
11790,0.53503
10929,0.0
18555,1.47977
3117,0.8115899999999999
5460,9.78512
18898,0.48244
222,17.77778
1993,1.02326
7105,8.64198
6682,5.88079
13067,7.949789999999999
15641,0.88165
18942,0.07852999999999999
13811,2.54592
8834,0.00935
11829,0.15214
694,28.8
341,2.66667
11943,3.4875
12137,0.36697
10952,4.14184
14136,0.27034
6399,1.33333
12858,4.95887
11068,0.67133
11831,0.1519
11535,2.3016400000000004
12777,0.27389
3310,5.11565
10872,2.13904
432,115.55556
14101,0.8603799999999999
12387,1.71174
10300,0.7954100000000001
17534,0.03729
3123,12.69065
3808,1.16364
822,14.0
1151,10.8
2093,0.69565
12530,9.80381
16800,0.28952
4331,0.0
16782,4.22923
5864,0.21374
231,0.0
4337,3.66316
11548,2.62295
4173,46.41758
17038,12.33456
16095,0.061979999999999986
7328,1.7604799999999998
4693,4.09756
18336,1.36732
642,94.0
999,6.1395300000000015
6308,3.12367
1978,22.04651
1195,0.0
9198,16.28381
2170,2.26804
14948,0.13873
7749,1.41176
1468,5.3125
18571,0.0
9951,3.18091
15933,0.07165
11619,3.5721199999999995
9596,3.5
4415,6.02083
4603,3.12
3723,14.79755
18439,0.18598
11544,0.78689
13026,0.97765
18447,0.0678
16806,1.65333
1885,0.49383
16738,2.99137
11908,0.56426
18244,0.7854399999999999
7521,21.16279
17924,1.6796799999999998
14532,7.0758100000000015
6504,0.0
309,9.23077
62,0.0
13937,0.28571
11826,1.14105
10040,2.54331
12606,1.10305
1985,1.67442
13657,0.99343
3368,1.36913
17538,19.9492
414,0.94118
19030,0.485
1642,12.44444
6530,0.70748
17552,0.54392
2998,26.86567
18905,3.5
9545,3.16981
16281,0.24267
4943,0.0
16751,0.4134
13496,0.61333
14637,9.58571
4546,9.22613
6864,24.30868
13084,0.07789
12787,0.7075600000000001
3039,1.06667
16452,0.63889
4858,7.43662
14279,0.7673300000000001
10738,0.13743
2960,0.3609
13827,7.38065
10833,15.92832
16045,1.41788
9881,0.67335
11173,1.61658
10761,2.29603
7728,0.0
18635,0.30682
16918,2.30075
5934,5.8947400000000005
4274,0.4086
8783,0.98113
10902,0.64057
2286,5.592230000000002
9487,0.80338
5910,0.21212
1191,421.33333
846,0.0
6225,0.91103
3049,2.82353
13136,6.39004
9736,0.88344
7619,0.5028600000000001
15221,0.99323
1910,54.21686999999999
11867,0.8341200000000001
18242,3.78756
13429,1.16667
4731,3.78641
17803,9.95296
4824,108.90566
14351,2.43243
3034,35.22963
18440,0.2893
2182,42.22222
12363,5.45075
5760,8.3125
6947,3.898730000000001
16616,0.062320000000000014
665,11.58621
8369,0.90909
5245,11.58621
5807,9.46154
15572,0.03497
6550,0.0
11255,2.95385
14265,0.13879
18654,5.2392400000000015
197,0.0
12222,0.5325300000000001
17490,8.48123
372,24.0
6264,3.74468
9981,1.66337
10244,0.3071
11032,0.0
10782,4.10811
14837,18.52632
17372,0.0
18239,0.0
14638,0.59048
7856,22.85714
1625,14.70423
17136,3.46883
5962,0.56929
644,0.0
11329,0.0
10274,0.32184
9855,8.19277
5914,7.87925
3950,0.11696
5271,0.87554
3319,61.65986
16836,13.22201
14954,16.31445
18011,1.45397
6221,60.12811
12305,2.1109400000000003
17508,1.05442
13194,0.83516
10930,0.39787
17970,2.02219
4795,0.0
14449,0.0878
4153,9.65363
15895,0.82452
13053,0.17852
2863,0.0
9371,15.13305
4041,13.59091
2360,0.2243
3914,29.36471
4124,0.08939
4659,8.235289999999999
7905,1.22404
9196,1.80931
10677,4.6715300000000015
3973,0.0
7684,1.42776
5949,38.25564
18964,0.80156
6586,1.21212
17798,7.77273
5663,1.2332
8744,2.09479
8149,2.72966
1855,0.45
10436,2.41651
6555,22.37838
1425,0.0
5275,4.80687
293,0.0
7017,0.48903
16130,9.6444
10647,2.94698
12147,0.0
11468,0.41722
15340,4.15179
12125,1.49235
3232,0.36364
13168,2.51586
2372,0.8224299999999999
11915,62.19436
1725,2.75676
3149,0.22857
7407,9.63314
7886,4.449319999999998
15757,0.0
16107,0.99071
16589,0.70244
4831,127.35849
7318,1.51351
17143,0.30298
13977,0.35623
143,49.33333
8745,0.12322
16717,0.75457
18966,0.21832
18791,0.0
12674,0.03458
9812,54.21862
2439,2.4220200000000003
12968,0.95506
9688,3.68724
661,311.17241
5716,1.00392
12492,34.158359999999995
594,2.72
4605,0.54
15824,42.17252
6879,2.70096
14062,0.56494
8337,6.02532
9197,9.56098
11137,2.96528
876,77.83784
2796,2.3548400000000003
9117,0.91685
11681,3.40645
15854,1.18597
931,0.0
5476,3.14754
18158,4.2797800000000015
2338,3.58491
10762,1.29964
6299,1.35689
17051,2.15751
5226,0.0
15210,1.9887
9909,0.72
13068,2.67782
17880,0.7056899999999999
13171,1.58897
4341,11.62105
19214,0.91596
14789,10.59929
7603,0.0
14422,0.61538
17440,0.96303
16004,0.0
8536,0.91176
14218,0.0
12707,1.64943
8858,0.15850999999999998
10078,18.97456
13996,0.0
11317,0.52881
6352,1.12281
3172,154.60993
10413,2.2717
17070,1.6365299999999998
15406,5.88
9329,51.38395
10035,3.59763
2119,14.17021
130,100.8
17955,2.4761900000000003
1973,14.13953
19293,0.02388
1582,0.0
15518,0.41667
14110,0.01006
10610,0.0
14583,0.80479
14121,6.68005
7023,0.0
16881,0.03022
11177,0.5526800000000001
1986,0.0
10790,2.44604
3102,0.0
19,56.0
10228,0.0
17337,1.0349700000000002
4298,1.45455
13448,0.98792
6949,1.96845
15008,3.56322
1708,22.37838
8953,4.84598
12612,9.45718
18122,3.26682
8861,1.9021
15367,0.1069
15659,0.46855
8941,0.33103
1847,42.5
14887,0.8951
18152,1.05312
16325,0.21752
9595,0.88333
7158,1.28834
14424,0.42491
14809,0.12207
8109,0.73879
18082,1.41835
3493,1.42857
13675,1.03801
14790,2.33137
17219,0.14973
18921,7.89723
17515,1.81138
4035,18.02273
4844,0.0
12571,9.78166
14381,2.8908
2602,0.0
19274,0.0
12567,0.5414800000000001
6218,11.24555
6931,4.25316
7261,3.58912
8701,0.8952399999999999
17599,0.53467
17486,0.21178
17030,6.29255
14755,0.4947
15721,0.62069
16873,0.0
5334,30.20339
10514,1.07263
16218,30.0611
9154,15.82183
10013,0.07905
18885,0.05585
3474,0.0
15142,3.66364
3266,7.91667
18519,0.08727
12644,31.61216
17687,1.88935
14776,8.29647
761,10.0
5919,7.157889999999999
8571,1.02689
13765,0.51948
16407,0.0
9796,1.10121
4263,0.8216200000000001
19462,0.29613
15336,2.00893
4068,10.91525
7293,1.80723
14047,7.47475
4722,12.87379
7339,0.0
8173,0.33508000000000004
18113,0.09915
6706,3.48515
6848,0.58065
1833,0.3038
7100,34.67492
11233,4.4589
19309,0.09976
15014,0.14253
18327,0.33608000000000005
5621,23.55556
3516,1.03226
6257,2.2695
3669,4.91925
5642,2.84585
3214,0.25352
12019,0.0
8392,2.96742
438,23.33333
15675,0.02165
4794,5.48571
5371,3.0795
17306,0.5905100000000001
13153,0.30939
8310,1.22137
202,58.66667
15517,0.15807000000000002
17293,4.16901
8657,0.13462000000000002
5277,9.78541
2125,1.23404
11443,0.25871
15727,0.0
4564,18.9
5470,2.8642
12909,2.08745
17920,0.8229700000000001
11294,3.80306
11046,0.48421
17535,0.0
2050,0.0
724,16.25806
6187,0.0
4477,0.18274
10575,0.0
9905,0.0
343,7.46667
601,0.0
7584,1.10663
2141,4.1684199999999985
8223,0.06202000000000001
1671,2.66667
5486,5.87755
14570,0.60359
2224,0.43564
8330,1.82741
5297,1.58974
18911,0.26403000000000004
17568,0.0
322,5.71429
4137,0.0
1658,5.66667
16818,3.97338
11874,4.70142
11589,0.0
17993,1.10497
213,16.88889
14779,0.32941
12371,9.75
8239,2.2739
5243,18.62069
5032,0.07272999999999999
5450,3.43802
8563,0.74328
4756,0.27053
11614,2.56726
7104,21.33333
13653,0.0
1058,4.97778
11929,0.0
14311,0.13844
14762,0.58422
4833,7.547169999999999
4892,1.34579
61,0.0
3710,15.460120000000002
9694,3.75309
17505,4.33333
18935,2.8942900000000003
788,32.352940000000004
6902,0.33121
17640,0.48133
2273,0.94118
14233,0.92422
13177,2.05241
6073,8.235289999999999
10034,0.8047300000000001
6159,1.30435
13849,0.80206
5603,3.18725
8502,1.133
4684,2.02927
3862,2.13018
1524,0.0
10424,0.0075200000000000015
6167,0.8664299999999999
707,12.66667
13909,0.43022
5045,2.71493
5857,0.73282
3145,39.31429
15944,0.80757
13176,1.04828
11847,0.0
16433,3.33134
15987,0.26387
8237,0.53747
16889,1.16981
14510,0.74879
16091,4.97521
2451,0.0
8995,0.24658
394,16.0
8634,2.6988
15485,0.13656
168,15.0
11916,1.70533
12658,0.5368
12393,0.55275
2053,0.0
1649,8.0
9088,2.16216
332,9.42857
18622,0.13685
19376,0.0
17021,3.59484
8773,2.1749400000000003
4748,5.6310699999999985
4402,23.0
7661,0.86364
2779,1.82114
15658,10.93275
1711,1.51351
5726,3.95294
3898,0.07059
8283,1.26854
12666,0.24242
7712,0.0
14747,1.60849
1728,7.2973
15725,0.38793
5921,0.7218
16926,0.5446
17653,6.9196399999999985
7718,0.7457600000000001
7219,1.33333
17381,4.88619
6143,0.4058
5173,0.07048
14866,0.53209
14317,1.99012
2184,1.29293
18309,0.0
11541,0.39344
17034,0.34191
15741,3.02796
13978,0.22392
13400,0.0
16645,0.10087
2384,1.27103
347,13.86667
18369,0.06866
15974,0.14256
6739,39.07895
11723,27.28205
9013,1.6438400000000002
5512,5.00813
18236,1.57935
14885,0.14452
17922,0.36683
8704,0.0
13577,0.0
3260,20.77778
273,17.45455
1641,3.94366
6728,6.736839999999999
8821,2.4356
12539,7.0526300000000015
15077,2.4091400000000003
6727,3.0
10155,2.90485
1470,35.875
10574,0.97417
15801,1.16791
3241,3.72028
5170,1.26872
16335,1.01307
12240,0.12689
13418,0.7419399999999999
5588,0.20884
3417,10.88
16085,2.05171
13455,52.68097
9347,0.75
1302,0.28571
11128,0.22917
13964,5.52163
14427,1.0598299999999998
10135,0.03113
8625,0.16425
9203,1.19734
10862,0.7843100000000001
2911,0.67692
2536,2.52632
3495,0.90909
17927,0.01594
915,0.61538
3254,46.54545
14039,2.34848
1461,14.875
3999,2.27586
9163,23.51893
6246,5.65957
9800,1.4251
2292,114.0
4101,0.31461
1181,37.17647
15098,11.30673
19193,0.41101
11759,0.57508
9705,1.76591
7578,19.08934
9251,1.26593
812,15.08571
18709,0.33449
5431,0.09959
4963,3.52294
19304,0.0
11342,1.89189
8307,3.38931
11252,3.89744
9756,5.3279
9256,6.5758199999999984
2595,0.0
4867,5.40845
8235,18.26357
817,8.33333
11551,0.82488
9984,0.35644000000000003
19119,0.01246
4232,20.32609
5643,0.79051
5269,27.22747
10533,2.07792
8383,1.51134
17647,0.68988
9132,1.3959700000000002
8789,1.96226
16287,0.0
4397,0.5
7389,1.42012
9284,2.30568
16831,0.95726
15815,5.72281
11721,0.23718000000000006
6545,1.38305
19068,0.28066
13112,0.1662
1922,2.4761900000000003
6087,16.483520000000002
831,0.0
10555,3.46765
12144,0.58626
19269,0.10824
8635,2.63133
16840,0.0
5489,19.88571
1051,84.26666999999998
9204,7.636360000000002
7806,0.33333
7354,4.48665
17249,6.53061
8344,0.0
6286,5.34276
753,0.0
12238,2.7492400000000004
19340,0.0
949,17.5
9406,5.3731300000000015
566,0.0
2749,7.34426
12143,2.36336
558,13.5
5821,1.28736
4799,1.6
10819,2.01077
11140,10.75
8218,3.85492
16928,0.29296
7069,0.03727
2213,0.87129
12728,0.39598
2570,0.0
18765,0.79561
6979,4.4164
2764,10.81967
15738,0.20667
14838,0.4117
8758,1.87234
19076,4.1186099999999985
18129,0.33359
16163,1.58607
13646,4.40526
13415,0.60296
19454,0.01141
398,19.05882
17278,0.0
128,405.0
6893,2.20513
12521,0.21083
17128,0.16275
7194,5.05775
18951,0.14107999999999998
990,1.48837
8692,0.63158
3596,4.4586
14493,0.60048
9332,1.08225
12884,0.44068
13713,0.0
6123,15.82545
18259,1.1022
4026,2.56
5500,44.73171
15168,2.69536
10608,0.84715
14947,1.3872799999999998
16883,1.7374900000000002
18108,0.15802
9615,1.41079
11066,1.08581
13928,0.0
2201,1.12
12622,0.05225
11387,0.8308200000000001
12470,46.26471
15561,0.04376
2703,5.7333300000000005
6032,0.0
4488,3.16751
13876,0.27728
3062,0.41176
9407,2.98507
8224,0.16537000000000002
9,72.0
4521,4.22111
4805,8.758289999999999
7488,7.696789999999999
2055,0.18182
14843,1.62617
6528,4.0816300000000005
7228,12.77576
4689,2.34146
3666,1.34161
537,8.34783
3274,0.55556
15143,5.07273
2191,0.0
7683,28.28329
10997,0.8084399999999999
6017,38.26022
13154,6.74033
5654,4.93281
13,28.0
2462,14.181820000000002
3581,1.83439
11982,11.38414
13427,1.53226
11009,1.26538
2449,0.0
9019,0.17312
9094,14.59459
17301,0.0387
11418,2.16361
14160,0.32
18171,0.13507
7691,1.83569
7665,25.85227
13900,0.33291
7029,0.12539
5798,0.8307700000000001
9413,0.71642
5783,11.19691
18516,0.89665
15191,0.45249
14964,4.58199
11573,4.4705900000000005
7794,0.01114
6774,4.15686
12564,2.9345
19077,0.10095
15962,0.71354
2729,0.66667
17049,7.06508
15061,0.0
9334,0.30303
7489,4.19825
16972,0.0
1275,0.0
14626,1.3365200000000002
7434,12.74336
8056,0.0
9263,2.37363
5294,9.40171
11242,6.32877
5003,1.74545
8551,0.60636
17382,1.94266
13533,0.70213
9918,0.99002
1427,54.55738
5335,3.91525
5185,19.52632
17562,0.41147
7920,0.5885600000000001
10985,0.64085
11275,0.78365
6134,0.02909
10721,0.18182
7090,3.81424
15092,12.44242
13521,2.80692
15129,3.2446
5379,15.899579999999998
11717,0.0
1515,0.54545
18978,0.15544000000000002
9209,0.4612
7771,1.78771
19055,0.24096
18354,1.07623
6324,47.60563
4493,5.36041
15220,13.435670000000002
3244,1.45455
3362,9.39597
4657,6.7058800000000005
3834,4.33333
7151,1.88308
16169,0.38076
664,62.06896999999999
5998,6.23881
1183,5.33333
2331,17.20755
10747,17.59132
19432,0.0
14721,5.14286
3578,1.1465
5473,2.40984
16290,0.35152
3466,0.89474
3079,11.09489
9082,0.06321
13888,2.33333
6731,0.0
5332,3.79661
17133,0.24571
13810,2.40621
9553,0.0
8234,0.46512
10845,0.25714000000000004
4375,16.71204
9499,1.42072
1798,0.0
792,19.2
7688,0.56657
14174,0.26966
15632,1.32465
5106,6.00889
12024,2.6625400000000004
18687,0.21833
7724,0.58757
14618,0.4301100000000001
4598,74.7
16469,0.07128999999999999
16074,1.29193
16846,2.70588
9264,9.0
12963,1.5865
9698,19.86831
17395,4.2634300000000005
4038,1.18182
12662,0.19625
7596,44.68012
19080,0.2218
9685,0.6584399999999999
436,3.55556
3185,0.0
10226,0.0076900000000000015
157,54.85714
773,0.0
813,69.22222
4947,0.03687
17716,0.76379
4203,1.18033
7498,0.81633
9024,13.21185
606,58.56
5540,7.48178
6793,1.05195
3383,9.42282
11727,1.91667
17002,0.72155
13759,0.28125
9379,0.90129
252,67.2
2686,0.9
15218,0.98079
89,0.0
16146,0.0041
6542,0.24407
11266,9.51795
15863,0.0
13640,11.62105
6987,0.0
12079,1.52381
17368,0.2087
5095,1.53571
16957,0.8097
4654,61.39216
8732,0.34204
12721,0.34433
14342,0.51661
5740,3.04688
3912,0.16471
11890,2.47319
253,13.2
17174,1.44704
3929,22.10526
11214,19.97942
11412,4.41472
14750,8.344339999999999
15072,1.55886
4149,0.0
4282,0.0
7583,11.75793
5381,0.0
19339,0.0
7903,2.09836
5848,0.85496
8126,8.336839999999999
13762,1.28831
10798,15.10791
580,7.0
16312,0.08476
14934,4.16204
17104,1.57675
6527,1.71429
2215,4.9901
10897,0.17082
17433,0.53356
10900,5.252669999999998
10368,2.70455
15988,0.04188
2725,98.61157
3475,2.3529400000000003
9314,0.0
3194,3.3802800000000004
18575,3.84161
8986,18.16018
8443,7.57107
17001,1.01018
19157,0.41975
1544,0.0
18745,0.02207
10093,3.1484400000000003
14308,0.20766
4783,0.8381
16024,2.58333
7567,1.21387
15219,0.31151
1594,9.82857
9249,7.7362600000000015
15342,1.56968
1558,1.97015
9460,16.37288
15932,3.3509
18043,0.10963
4609,1.1
12992,0.0
5466,56.18182
3629,2.13836
2693,2.56667
1542,29.13433
3856,7.45562
10895,3.14591
1363,0.0
15580,0.0
4669,0.54902
3850,12.78107
18649,0.45827
1802,0.0
15268,0.44944
7507,0.4186
11766,0.19169
11343,0.08784
4380,0.16754000000000002
8425,1.2
7039,14.89655
18907,0.90212
17164,2.63309
2550,10.31579
1230,0.0
5618,67.20635
17260,0.54513
2778,0.0
49,0.0
6166,12.73646
4012,2.05714
2256,6.27451
2712,25.28926
9709,38.8501
13466,2.75067
16906,2.76836
13276,0.0
2586,6.5739100000000015
8573,3.1122
9638,5.75207
5501,13.788620000000002
14534,3.81709
16660,1.48693
7870,59.37534
10828,12.06463
16939,4.11621
287,0.36364
7469,2.65103
15162,0.70295
14816,11.00117
5167,12.40529
5071,7.17489
8314,7.1066
7037,0.0
7480,8.0
12603,9.40493
7283,3.54217
12889,0.27684000000000003
12037,47.74034
8699,6.9428600000000005
11814,2.5103
19348,0.00941
17393,19.98265
16282,12.23458
