post_id,num_of_comment,num_words_s,avg_word_len_s
5254,-0.06741228439066874,1.9516065536184786,1.1273864854901448
12734,1.71817099383352,1.084340377234706,0.27727477466739164
13756,0.42516241305048674,0.08756245184428989,-0.33846585562150194
1584,1.2409892556874005,-0.35416512066051165,-0.02741264139964446
7761,-0.40605738888146314,-0.018822199125452896,1.433426972271364
15692,-0.5907729004218965,-0.4582370618265644,0.7867702337522491
11116,-0.42145034817649923,-0.31947447360516074,-0.26107806643591486
52,-0.3136996331112465,0.06212264400369922,0.1631563301284621
7752,1.4872766044079782,-0.5784979716184475,-0.35091166822675485
11881,0.11730322714976456,-0.0003205206959324131,-0.2799181201239189
7376,0.8561652733114977,-0.04426200696604356,-0.46278447588468435
8241,-0.26752075522613816,-0.40273202653800294,0.0899916385272886
3825,0.009552512084511803,1.7180228634457824,-0.2567791210437005
17995,1.3487399707526533,0.3142080126059158,0.1403451019319573
391,-0.4368433074715353,-0.6155013284774885,0.6008577758531428
2467,-0.45223626676657147,-0.38423034810848244,0.02188301597121427
1419,-0.6369517783070048,-0.37266679909003214,0.8983247515024373
9269,-0.06741228439066874,2.9021302829350937,-0.7089553082323402
11880,-0.4368433074715353,-0.38654305791217247,0.1745348557239278
15222,-0.7293095340772214,-0.1344576893099559,-0.2466764639294764
7420,1.7797428310136643,-0.1413958187210261,0.07810384907943664
9093,0.4559483316405589,-0.2639694383165993,-0.5391754081677287
2532,-0.6061658597169325,-0.16914833636530682,-0.0662534911200524
10032,-0.252127795931102,-0.5229929363298861,0.777813420305895
1500,-0.1905559587509576,0.3095825929985357,-0.2107476282586143
16794,-0.1751629994559215,-0.4281718343785936,0.5274668952537018
6740,-0.12898412157081318,0.3650876282870971,0.8232733456821845
34,0.7176286396561727,-0.09051620303984477,-0.5829463653952803
15418,-0.28291371452117425,-0.07432723441401434,0.6965926079760201
4841,-0.29830667381621034,-0.43742267359335385,0.5371537438501517
13383,-0.14437708086584927,-0.0882034932361547,0.3926338726339426
7492,1.44109772652287,-0.2593440187092192,-0.6242874839228838
12040,-0.7293095340772214,0.6726780321778751,0.03969099770305373
1477,-0.40605738888146314,-0.36804137948265203,0.13184472975755676
8052,-0.529201063241752,-0.004945940303312534,0.10871521165331073
3734,-0.28291371452117425,0.12456580870333085,-0.34815270421795064
10337,-0.08280524368570484,0.01355573812620795,0.5579197900862756
7938,0.9485230290817144,0.8623202360804602,-0.27982872806472364
11760,-0.28291371452117425,-0.42585912457490355,0.5587310907447302
10066,-0.4368433074715353,-0.23159150106493845,-0.09434291408450413
14503,-0.1905559587509576,0.2795173655505649,0.1725844835232997
16269,0.5636990467058117,-0.10439246186198513,-0.2644465217574167
15263,-0.7293095340772214,-0.0535128461808038,-0.38999225119682546
16862,-0.7293095340772214,-0.23852963047600864,0.3255654485848694
7605,0.42516241305048674,-0.36804137948265203,-0.01820525930251392
3776,0.02494547137954791,-0.5021785480966755,-0.8088726051854522
14498,-0.7293095340772214,0.8068152007918986,0.6659866631027028
14432,-0.7293095340772214,-0.39579389712693275,-0.932753746128633
11213,2.8572499816661923,0.27026652633580467,-0.19452432393978472
16485,-0.5138081039467158,-0.5137420971151259,-0.7031028372053187
9538,-0.40605738888146314,-0.12751955989888572,0.5075229850771473
6943,0.44055537234552283,-0.07895265402139447,-0.500327786321622
4412,-0.42145034817649923,-0.0882034932361547,-0.32899165177192624
17351,0.6560568024760284,0.9594540478354426,-0.37161947418188807
16029,0.3943764944604145,0.02743199694834831,-0.25139392668974403
13958,-0.1751629994559215,-0.5669344225999972,1.0305640499803894
462,-0.3290925924062826,-0.011884069714382715,0.326516255032677
16564,0.42516241305048674,-0.5114293873114357,0.23426094109272247
1019,-0.1597700401608854,-0.2685948579239794,-0.28830607501175604
11879,0.10191026785472845,-0.5368691951520265,-0.3402780764579177
1587,-0.45223626676657147,-0.02576032853652308,0.3360067119839226
11211,-0.1905559587509576,-0.20152627361696768,-0.11831623905054942
16088,-0.005840447210524306,-0.176086465776377,0.27012476435689753
1692,-0.5753799411268603,-0.5368691951520265,1.994424447279038
19443,-0.5753799411268603,0.1338166479180911,-0.29115307665461604
17476,0.178875064329909,-0.03269845794759326,-0.19420197075662493
3481,-0.4368433074715353,-0.43510996378966377,1.5501540396286329
7890,0.5944849652958839,-0.05120013637711374,-0.2687305684730988
8817,-0.08280524368570484,-0.06738910500294416,0.3449012218738664
5814,0.1634821050348729,-0.099767042254605,0.11617538532070897
7310,0.9331300697866783,0.05980993420000916,-0.005775699798934599
3489,-0.45223626676657147,0.3558367890723369,-1.0350670211532096
6854,-0.28291371452117425,-0.14602123832840622,0.5944472816687186
10912,-0.12898412157081318,-0.4883022892745352,-0.36452364087696676
5427,-0.29830667381621034,0.3280842714280562,-0.6486400479279394
11510,-0.3752714702913909,-0.33566344223099115,0.34043703661465297
7891,0.9639159883767505,-0.3518524108568216,-0.7906081821816604
8525,-0.4984151446516798,-0.18302459518744718,0.6103617770557824
9212,-0.5445940225367881,-0.37035408928634206,-0.04256053215784799
12584,-0.5753799411268603,-0.7311368186619915,-0.0949266713195528
8511,-0.7293095340772214,0.02511928714465825,0.8279136062095106
17019,-0.3752714702913909,-0.38885576771586255,-0.09503502533069948
16594,-0.529201063241752,-0.5044912579003655,-0.19589093890536294
16294,1.9336724239640253,-0.5761852618147575,-0.5071811775266041
11887,-0.03662636580059652,-0.13677039911364597,-0.48551714742310814
5234,0.10191026785472845,0.43446892239779894,-0.632930070736914
5007,0.13269618644480066,-0.18533730499113724,-0.4272145628757429
17588,-0.09819820298074096,0.032057416555728434,-0.08896449185624639
3682,0.07112434926465623,1.8891633889188468,-0.6763678393801915
7078,-0.34448555170131867,0.14769290674023144,-0.22010806039648584
9582,-0.7293095340772214,-0.3518524108568216,-0.13095844330100476
17507,-0.1751629994559215,-0.39348118732324266,0.20509068686708903
12180,-0.7293095340772214,-0.4883022892745352,-0.5969700832878467
8167,-0.03662636580059652,-0.5021785480966755,0.8092794251426831
13361,-0.11359116227577706,0.3165207224096059,-0.7885277851676582
4150,-0.42145034817649923,1.4960027222915366,0.19306880933044446
6719,1.6258132380633032,1.283233420352051,-0.8621990317709383
9930,-0.7293095340772214,-0.30791092458671043,-0.6056126701018769
14345,-0.03662636580059652,0.9155125615653315,-0.40499792731540224
17553,0.2558398608050895,-0.47673874025608487,-0.19426698316331317
15245,-0.7293095340772214,-0.19227543440220743,-0.40243264610152146
17328,0.44055537234552283,-0.5299310657409563,-0.35436816118231124
17079,0.055731389969620126,-0.41892099516383335,-0.24462992754395727
15252,-0.11359116227577706,-0.2593440187092192,0.36054618665820415
8106,0.8407723140164617,0.9802684360686532,-0.18544967550631208
10866,-0.7293095340772214,0.5084756361158809,0.43780665988069495
14539,0.08651730855969235,-0.009571359910692655,-0.18493905722878273
764,0.31741169798523394,0.3396478204465065,0.22821749612105605
5544,-0.14437708086584927,-0.2177152422427981,-0.038699066085634067
4307,0.10191026785472845,0.1916343930103426,0.33107795890192215
12959,-0.7293095340772214,-0.29172195596088,-0.1578681619691047
9859,-0.3290925924062826,-0.018822199125452896,-0.5262785719910803
7404,0.36359057587034227,-0.4281718343785936,0.7504662223177934
4517,-0.09819820298074096,-0.634003006907009,0.11648013097705869
3851,1.0100948662618587,0.24020129888783387,-0.6530446384810226
18855,-0.1751629994559215,-0.7450130774841318,-0.46956472813214345
11037,-0.529201063241752,0.18700897340296246,-0.011177147254559257
